loan_id,customer_id,customer_name,gender,country,state,age,income,employment_type,credit_score,loan_amount,interest_rate,loan_term,loan_type,loan_status,origination_date,employment_type_duplicate
L006128,C006128,Christopher Rodriguez,Male,USA,North Dakota,42,69209.0,Salaried,570.0,223387,4.03,24,Auto,Foreclosed,2024-07-05,Salaried
L006129,C006129,Michael Johnson,Male,USA,New York,65,169048.0,Part-Time,801.0,474697,9.22,120,Mortgage,Current,2020-05-09,Part-Time
L006130,C006130,Thomas Jones,Male,USA,Mississippi,22,88826.0,Government,597.0,195060,5.01,84,Mortgage,Delinquent,2024-09-16,Government
L006131,C006131,Michael Jones,Male,USA,Delaware,43,158630.0,Salaried,596.0,428330,17.92,12,Auto,Current,2024-04-23,Salaried
L006132,C006132,Emily Taylor,Female,USA,Rhode Island,36,51877.0,Salaried,525.0,49366,3.36,36,Personal,Current,2026-04-06,Salaried
L006133,C006133,Elizabeth Perez,Female,USA,Maine,64,164205.0,Salaried,675.0,306874,11.43,48,Home Equity,Current,2024-07-04,Salaried
L006134,C006134,Robert Lee,Male,USA,Maryland,28,172781.0,Self-Employed,675.0,317047,8.47,120,Personal,Paid Off,2019-05-07,Self-Employed
L006135,C006135,David Miller,Male,USA,North Dakota,24,32134.0,Self-Employed,512.0,50325,12.1,24,Auto,Current,2023-08-02,Self-Employed
L006136,C006136,William Smith,Male,USA,Vermont,34,88491.0,Government,657.0,381118,11.09,120,Mortgage,Delinquent,2022-05-16,Government
L006137,C006137,Joseph Smith,Male,USA,Idaho,29,52501.0,Salaried,723.0,450347,16.77,24,Mortgage,Current,2019-06-16,Salaried
L006138,C006138,Barbara Thompson,Female,USA,Oregon,31,160566.0,Salaried,724.0,115448,5.74,36,Personal,Current,2018-08-12,Salaried
L006139,C006139,Margaret Martinez,Female,USA,Illinois,68,149429.0,Government,693.0,284348,4.8,120,Auto,Paid Off,2025-03-20,Government
L006140,C006140,Patricia Brown,Female,USA,Washington,58,56906.0,Unemployed,624.0,485949,16.06,360,Mortgage,Current,2024-09-04,Unemployed
L006141,C006141,Matthew Davis,Male,USA,South Dakota,64,118965.0,Part-Time,506.0,14205,16.98,180,Mortgage,Current,2025-08-15,Part-Time
L006142,C006142,David Williams,Male,USA,Arizona,36,63596.0,Self-Employed,811.0,15686,8.33,60,Mortgage,Delinquent,2025-10-23,Self-Employed
L006143,C006143,Thomas Thomas,Male,USA,Utah,33,179151.0,Salaried,785.0,351845,17.34,48,Home Equity,Paid Off,2021-01-29,Salaried
L006144,C006144,Michelle Martinez,Female,USA,North Dakota,56,73233.0,Salaried,737.0,189299,8.14,36,Student,Paid Off,2020-01-07,Salaried
L006145,C006145,Elizabeth Thomas,Female,USA,Alaska,64,66233.0,Salaried,554.0,394561,11.77,36,Auto,Current,2025-08-07,Salaried
L006146,C006146,Andrew Garcia,Male,USA,Michigan,56,158287.0,Government,717.0,95625,13.0,180,Home Equity,Default,2022-11-06,Government
L006147,C006147,Richard Davis,Male,USA,Nevada,37,57967.0,Salaried,716.0,314716,17.91,48,Mortgage,Paid Off,2022-07-17,Salaried
L006148,C006148,Robert Williams,Male,USA,California,34,112392.0,Self-Employed,669.0,412411,5.55,24,Student,Current,2025-03-05,Self-Employed
L006149,C006149,Emily Taylor,Female,USA,Alabama,49,134846.0,Part-Time,505.0,247765,7.42,48,Student,Current,2026-03-18,Part-Time
L006150,C006150,Mary Jones,Female,USA,Connecticut,37,106303.0,Salaried,763.0,127458,11.19,36,Mortgage,Delinquent,2021-08-05,Salaried
L006151,C006151,Linda Jackson,Female,USA,Montana,21,31896.0,Unemployed,828.0,176476,6.22,60,Home Equity,Paid Off,2019-02-04,Unemployed
L006152,C006152,Sandra Lee,Female,USA,Ohio,40,88233.0,Salaried,627.0,229534,11.7,48,Auto,Current,2020-08-05,Salaried
L006153,C006153,Steven Thomas,Male,USA,Iowa,53,172763.0,Salaried,574.0,93738,14.67,24,Personal,Delinquent,2018-03-06,Salaried
L006154,C006154,Anthony Perez,Male,USA,Indiana,22,113531.0,Part-Time,715.0,341189,16.19,360,Auto,Current,2024-04-12,Part-Time
L006155,C006155,David Taylor,Male,USA,Utah,37,54761.0,Unemployed,825.0,131063,8.04,240,Mortgage,Paid Off,2022-06-20,Unemployed
L006156,C006156,Paul Moore,Male,USA,Louisiana,43,33213.0,Government,539.0,206031,5.59,12,Home Equity,Paid Off,2025-10-02,Government
L006157,C006157,Susan Perez,Female,USA,Oklahoma,42,148703.0,Part-Time,683.0,39874,13.29,12,Mortgage,Paid Off,2021-10-14,Part-Time
L006158,C006158,Kimberly Rodriguez,Female,USA,New Mexico,21,145979.0,Part-Time,579.0,211795,13.3,12,Auto,Foreclosed,2023-01-26,Part-Time
L006159,C006159,Christopher Jones,Male,USA,Ohio,32,59676.0,Self-Employed,772.0,373319,9.57,36,Student,Paid Off,2025-05-13,Self-Employed
L006160,C006160,Patricia Moore,Female,USA,Kansas,33,41240.0,Government,843.0,287459,11.9,24,Auto,Current,2026-06-14,Government
L006161,C006161,Daniel Wilson,Male,USA,Wisconsin,34,152737.0,Salaried,795.0,497456,14.98,48,Home Equity,Delinquent,2026-02-13,Salaried
L006162,C006162,Charles Thompson,Male,USA,Arizona,30,175978.0,Salaried,603.0,98088,14.0,36,Mortgage,Current,2026-06-06,Salaried
L006163,C006163,Christopher Wilson,Male,USA,Wyoming,32,128065.0,Self-Employed,813.0,115816,13.09,84,Home Equity,Current,2022-05-23,Self-Employed
L006164,C006164,Richard Thomas,Male,USA,Wyoming,42,115022.0,Government,846.0,381456,12.93,120,Auto,Current,2018-03-03,Government
L006165,C006165,Matthew Jones,Male,USA,Utah,38,50227.0,Salaried,809.0,140549,13.86,360,Personal,Paid Off,2024-04-13,Salaried
L006166,C006166,Andrew Wilson,Male,USA,California,59,146332.0,Salaried,508.0,7382,12.11,60,Student,Paid Off,2021-06-12,Salaried
L006167,C006167,Joseph Lee,Male,USA,Idaho,39,30654.0,Unemployed,806.0,41681,4.27,72,Student,Paid Off,2019-09-21,Unemployed
L006168,C006168,Mary Jones,Female,USA,New Hampshire,50,94698.0,Salaried,637.0,440504,11.74,84,Auto,Current,2018-04-13,Salaried
L006169,C006169,Christopher Thompson,Male,USA,Louisiana,35,148472.0,Unemployed,548.0,312969,16.34,180,Student,Current,2025-11-11,Unemployed
L006170,C006170,Christopher Jackson,Male,USA,Mississippi,59,148639.0,Part-Time,657.0,345098,3.56,12,Mortgage,Current,2024-11-22,Part-Time
L006171,C006171,Charles Moore,Male,USA,Georgia,34,43135.0,Self-Employed,764.0,393758,8.99,24,Mortgage,Current,2021-07-20,Self-Employed
L006172,C006172,Susan Moore,Female,USA,Wisconsin,29,116686.0,Salaried,673.0,281681,8.89,12,Personal,Current,2018-07-25,Salaried
L006173,C006173,Donald Miller,Male,USA,Utah,25,115656.0,Salaried,781.0,464538,6.81,180,Home Equity,Current,2025-03-12,Salaried
L006174,C006174,Lisa Martin,Female,USA,New York,53,94183.0,Salaried,691.0,239216,11.62,24,Mortgage,Delinquent,2020-10-06,Salaried
L006175,C006175,Mark Jackson,Male,USA,Colorado,68,170544.0,Self-Employed,661.0,128153,5.56,24,Mortgage,Current,2022-07-29,Self-Employed
L006176,C006176,Patricia Brown,Female,USA,Oregon,25,67692.0,Salaried,726.0,112170,16.75,60,Home Equity,Paid Off,2020-01-24,Salaried
L006177,C006177,Donna Miller,Female,USA,Michigan,44,57714.0,Part-Time,627.0,342128,5.33,180,Student,Current,2022-10-15,Part-Time
L006178,C006178,Paul Martinez,Male,USA,South Carolina,28,83161.0,Self-Employed,526.0,82749,17.48,36,Personal,Paid Off,2019-11-28,Self-Employed
L006179,C006179,Thomas Williams,Male,USA,Arkansas,39,116879.0,Salaried,583.0,6018,3.17,240,Student,Current,2022-07-20,Salaried
L006180,C006180,John Lee,Male,USA,New Jersey,32,74767.0,Government,715.0,454979,10.32,120,Home Equity,Default,2025-01-31,Government
L006181,C006181,Sandra Lee,Female,USA,New Hampshire,28,56608.0,Salaried,,463730,3.54,240,Mortgage,Paid Off,2025-01-03,Salaried
L006182,C006182,Andrew Moore,Male,USA,Maryland,28,129933.0,Salaried,582.0,83472,16.16,12,Mortgage,Delinquent,2018-03-17,Salaried
L006183,C006183,Steven Lee,Male,USA,New Jersey,58,164321.0,Salaried,517.0,22630,14.98,240,Home Equity,Current,2025-01-30,Salaried
L006184,C006184,Emily Martinez,Female,USA,New York,40,46844.0,Salaried,805.0,411877,6.38,24,Personal,Current,2018-06-01,Salaried
L006185,C006185,Paul Williams,Male,USA,South Carolina,49,112209.0,Part-Time,798.0,8300,5.07,120,Home Equity,Current,2026-05-01,Part-Time
L006186,C006186,Betty Thomas,Female,USA,Illinois,61,89857.0,Self-Employed,540.0,191291,6.18,12,Home Equity,Default,2026-02-27,Self-Employed
L006187,C006187,Linda Lee,Female,USA,Vermont,54,30223.0,Self-Employed,517.0,112441,4.17,180,Personal,Current,2021-10-30,Self-Employed
L006188,C006188,William Thomas,Male,USA,Wyoming,38,32445.0,Self-Employed,688.0,420755,6.55,48,Student,Current,2023-08-18,Self-Employed
L006189,C006189,Daniel Davis,Male,USA,Illinois,21,152015.0,Self-Employed,699.0,13410,4.02,36,Home Equity,Current,2019-11-22,Self-Employed
L006190,C006190,Daniel Garcia,Male,USA,Missouri,31,112373.0,Self-Employed,552.0,464604,15.79,36,Mortgage,Current,2025-11-23,Self-Employed
L006191,C006191,Jennifer Smith,Female,USA,Indiana,67,60544.0,Part-Time,579.0,484536,15.8,12,Home Equity,Current,2022-08-19,Part-Time
L006192,C006192,Jennifer Martinez,Female,USA,Florida,64,127031.0,Salaried,808.0,256567,11.23,120,Personal,Current,2018-09-11,Salaried
L006193,C006193,Emily Davis,Female,USA,Montana,55,166983.0,Part-Time,768.0,369277,16.8,48,Mortgage,Current,2018-07-27,Part-Time
L006194,C006194,Sarah Brown,Female,USA,Vermont,52,140594.0,Government,781.0,134562,8.25,12,Auto,Current,2019-03-18,Government
L006195,C006195,Karen Lee,Female,USA,Georgia,62,173952.0,Salaried,611.0,459901,5.68,360,Personal,Paid Off,2023-05-11,Salaried
L006196,C006196,Donald Anderson,Male,USA,Hawaii,36,74835.0,Salaried,589.0,414782,7.56,60,Auto,Current,2020-10-24,Salaried
L006197,C006197,Andrew Williams,Male,USA,South Carolina,26,35479.0,Part-Time,746.0,386416,4.86,240,Auto,Current,2025-07-21,Part-Time
L006198,C006198,Jessica Perez,Female,USA,South Carolina,29,153728.0,Part-Time,555.0,454141,15.34,120,Personal,Paid Off,2022-12-10,Part-Time
L006199,C006199,Thomas Perez,Male,USA,Texas,60,142568.0,Salaried,840.0,28948,14.41,120,Personal,Current,2023-05-08,Salaried
L006200,C006200,Steven Taylor,Male,USA,West Virginia,42,33386.0,Salaried,688.0,443786,5.85,240,Personal,Current,2020-02-15,Salaried
L006201,C006201,Patricia Brown,Female,USA,Colorado,68,83853.0,Salaried,648.0,58183,11.18,36,Home Equity,Current,2021-02-25,Salaried
L006202,C006202,Christopher Johnson,Male,USA,Alabama,28,68933.0,Salaried,763.0,492639,7.21,48,Home Equity,Current,2023-05-08,Salaried
L006203,C006203,Linda Brown,Female,USA,Idaho,52,179924.0,Salaried,724.0,464999,4.97,240,Personal,Delinquent,2022-03-31,Salaried
L006204,C006204,Michelle Smith,Female,USA,Wisconsin,46,95291.0,Salaried,691.0,198636,6.68,48,Mortgage,Current,2019-10-20,Salaried
L006205,C006205,Christopher Johnson,Male,USA,Wyoming,38,121540.0,Salaried,827.0,153343,12.0,36,Auto,Current,2023-10-12,Salaried
L006206,C006206,Donna Garcia,Female,USA,West Virginia,57,50309.0,Salaried,569.0,399823,12.76,72,Mortgage,Current,2020-07-20,Salaried
L006207,C006207,Joshua Brown,Male,USA,Wyoming,32,73575.0,Part-Time,505.0,19690,5.8,36,Personal,Current,2025-10-09,Part-Time
L006208,C006208,Donald Moore,Male,USA,Oregon,58,79890.0,Salaried,521.0,144926,14.61,72,Student,Current,2019-11-21,Salaried
L006209,C006209,William Jones,Male,USA,Rhode Island,54,133055.0,Self-Employed,673.0,252503,11.62,60,Home Equity,Current,2021-08-27,Self-Employed
L006210,C006210,Mark Martin,Male,USA,West Virginia,24,126800.0,Self-Employed,594.0,307947,9.44,360,Auto,Paid Off,2022-03-16,Self-Employed
L006211,C006211,Robert Lee,Male,USA,Ohio,36,86948.0,Part-Time,688.0,39504,12.69,24,Home Equity,Current,2023-02-12,Part-Time
L006212,C006212,Christopher Miller,Male,USA,Arkansas,44,97754.0,Salaried,817.0,185006,8.0,120,Home Equity,Default,2023-04-11,Salaried
L006213,C006213,Daniel Martin,Male,USA,Connecticut,34,175741.0,Salaried,568.0,427713,6.96,360,Personal,Default,2023-01-02,Salaried
L006214,C006214,Anthony Miller,Male,USA,Michigan,37,168987.0,Part-Time,585.0,345497,16.89,84,Student,Current,2019-04-25,Part-Time
L006215,C006215,Karen Jackson,Female,USA,Michigan,51,139735.0,Part-Time,556.0,136696,16.49,84,Auto,Current,2023-04-09,Part-Time
L006216,C006216,Emily Thompson,Female,USA,Virginia,24,61577.0,Self-Employed,611.0,273469,10.13,72,Personal,Paid Off,2018-06-03,Self-Employed
L006217,C006217,David Perez,Male,USA,Florida,70,169598.0,Salaried,652.0,11942,12.06,180,Mortgage,Current,2019-06-03,Salaried
L006218,C006218,Robert Anderson,Male,USA,Florida,64,129482.0,Salaried,828.0,128365,12.85,48,Mortgage,Delinquent,2022-12-11,Salaried
L006219,C006219,Donald Williams,Male,USA,Washington,54,112549.0,Salaried,652.0,15559,12.83,60,Student,Current,2025-08-27,Salaried
L006220,C006220,Donald Brown,Male,USA,Delaware,58,63677.0,Salaried,592.0,320177,10.92,180,Personal,Current,2025-12-02,Salaried
L006221,C006221,Michelle Taylor,Female,USA,Iowa,58,123082.0,Salaried,660.0,42924,7.69,36,Home Equity,Delinquent,2018-12-05,Salaried
L006222,C006222,Linda Brown,Female,USA,Oregon,23,133733.0,Salaried,507.0,354294,16.34,36,Student,Delinquent,2019-01-30,Salaried
L006223,C006223,Richard Anderson,Male,USA,Pennsylvania,28,93319.0,Salaried,619.0,478057,11.43,120,Student,Delinquent,2021-04-08,Salaried
L006224,C006224,John Jackson,Male,USA,Oregon,32,113899.0,Government,640.0,486006,16.61,240,Mortgage,Current,2023-11-18,Government
L006225,C006225,Richard Perez,Male,USA,Kansas,55,165847.0,Government,816.0,28144,15.43,72,Home Equity,Paid Off,2025-01-13,Government
L006226,C006226,Lisa Smith,Female,USA,North Dakota,22,90739.0,Salaried,739.0,371405,12.74,24,Personal,Delinquent,2019-12-18,Salaried
L006227,C006227,Thomas Jones,Male,USA,North Carolina,49,30729.0,Unemployed,616.0,270059,13.66,36,Personal,Current,2026-06-03,Unemployed
L006228,C006228,Kimberly Smith,Female,USA,Pennsylvania,43,123411.0,Government,613.0,134782,16.67,120,Mortgage,Current,2021-12-19,Government
L006229,C006229,Kimberly Anderson,Female,USA,Pennsylvania,53,126446.0,Salaried,526.0,382037,12.47,60,Home Equity,Current,2021-12-01,Salaried
L006230,C006230,Matthew Martinez,Male,USA,Hawaii,70,37905.0,Salaried,809.0,266631,10.02,24,Auto,Current,2026-07-31,Salaried
L006231,C006231,Betty Taylor,Female,USA,Kentucky,38,82172.0,Salaried,788.0,141552,9.63,36,Mortgage,Current,2022-04-17,Salaried
L006232,C006232,Barbara Miller,Female,USA,Montana,60,101868.0,Government,722.0,252127,17.7,360,Home Equity,Current,2022-06-06,Government
L006233,C006233,Michelle Wilson,Female,USA,Maryland,42,66032.0,Salaried,655.0,21736,14.27,24,Mortgage,Current,2024-01-28,Salaried
L006234,C006234,Andrew Williams,Male,USA,Massachusetts,34,141178.0,Salaried,712.0,368378,13.07,60,Auto,Current,2025-01-07,Salaried
L006235,C006235,Richard Jones,Male,USA,New Hampshire,49,49427.0,Salaried,679.0,420529,4.44,60,Auto,Paid Off,2022-06-02,Salaried
L006236,C006236,Jessica Jones,Female,USA,South Carolina,65,163262.0,Government,784.0,374521,11.82,180,Home Equity,Current,2018-03-13,Government
L006237,C006237,Nancy Brown,Female,USA,New Jersey,35,155121.0,Salaried,592.0,439130,5.83,72,Student,Paid Off,2024-03-17,Salaried
L006238,C006238,Donna Lee,Female,USA,Massachusetts,35,106297.0,Salaried,688.0,211364,8.85,24,Home Equity,Current,2020-02-09,Salaried
L006239,C006239,Jennifer Davis,Female,USA,Connecticut,65,151994.0,Salaried,743.0,398588,11.36,360,Auto,Current,2021-09-04,Salaried
L006240,C006240,Jessica Moore,Female,USA,Idaho,24,59725.0,Salaried,828.0,225802,3.12,12,Mortgage,Current,2018-01-04,Salaried
L006241,C006241,Kimberly Perez,Female,USA,Vermont,56,120034.0,Salaried,816.0,15385,15.93,84,Personal,Current,2025-11-14,Salaried
L006242,C006242,Michael Jackson,Male,USA,Alaska,25,158041.0,Salaried,649.0,58076,9.58,84,Student,Current,2018-05-03,Salaried
L006243,C006243,Betty Anderson,Female,USA,Wisconsin,23,74259.0,Salaried,699.0,437028,12.34,240,Auto,Default,2018-01-14,Salaried
L006244,C006244,Linda Anderson,Female,USA,Colorado,32,97500.0,Salaried,812.0,146875,6.03,72,Mortgage,Paid Off,2025-02-11,Salaried
L006245,C006245,Kimberly Rodriguez,Female,USA,Oklahoma,40,92943.0,Salaried,544.0,381180,13.52,24,Mortgage,Current,2026-08-16,Salaried
L006246,C006246,Nancy Moore,Female,USA,Wyoming,64,153296.0,Salaried,580.0,489393,7.65,120,Auto,Current,2020-08-14,Salaried
L006247,C006247,Joshua Johnson,Male,USA,Arkansas,40,62678.0,Salaried,714.0,340155,10.74,48,Auto,Paid Off,2022-03-08,Salaried
L006248,C006248,Sarah Thomas,Female,USA,Wyoming,59,57848.0,Salaried,730.0,434475,7.85,360,Mortgage,Paid Off,2019-03-02,Salaried
L006249,C006249,Linda Brown,Female,USA,Hawaii,59,162416.0,Salaried,529.0,428134,12.67,84,Auto,Foreclosed,2018-07-01,Salaried
L006250,C006250,David Jones,Male,USA,Kentucky,21,131041.0,Salaried,641.0,353039,15.76,120,Student,Current,2022-04-15,Salaried
L006251,C006251,Steven Taylor,Male,USA,Michigan,64,73567.0,Salaried,716.0,201575,12.62,84,Mortgage,Current,2024-01-02,Salaried
L006252,C006252,Joshua Martin,Male,USA,Mississippi,23,136325.0,Part-Time,835.0,35927,5.67,36,Home Equity,Current,2024-01-21,Part-Time
L006253,C006253,Andrew Smith,Male,USA,North Carolina,67,127114.0,Part-Time,645.0,154205,6.74,120,Auto,Current,2024-02-25,Part-Time
L006254,C006254,Steven Williams,Male,USA,New Mexico,29,57973.0,Salaried,659.0,245766,10.84,48,Personal,Default,2019-06-21,Salaried
L006255,C006255,Anthony Anderson,Male,USA,New Jersey,40,51302.0,Salaried,665.0,88969,7.07,120,Student,Current,2018-09-01,Salaried
L006256,C006256,Sandra Miller,Female,USA,Michigan,29,76897.0,Unemployed,615.0,333242,5.93,60,Auto,Default,2022-06-19,Unemployed
L006257,C006257,Michelle Johnson,Female,USA,South Dakota,51,67173.0,Self-Employed,552.0,22294,3.7,180,Mortgage,Current,2023-03-14,Self-Employed
L006258,C006258,Linda Taylor,Female,USA,Ohio,66,67560.0,Part-Time,642.0,194799,4.56,36,Home Equity,Current,2022-08-04,Part-Time
L006259,C006259,Betty Martin,Female,USA,Idaho,48,99249.0,Part-Time,804.0,69528,11.47,24,Mortgage,Current,2025-03-28,Part-Time
L006260,C006260,David Martinez,Male,USA,Massachusetts,55,139846.0,Unemployed,532.0,47636,5.92,48,Student,Current,2024-08-08,Unemployed
L006261,C006261,Andrew Jackson,Male,USA,Kentucky,60,107524.0,Salaried,768.0,302141,10.48,24,Mortgage,Current,2026-07-10,Salaried
L006262,C006262,Jessica Smith,Female,USA,Nevada,58,154530.0,Salaried,698.0,374023,12.63,360,Mortgage,Default,2022-12-31,Salaried
L006263,C006263,Charles Johnson,Male,USA,Iowa,64,41740.0,Salaried,691.0,77930,6.75,360,Student,Paid Off,2025-08-04,Salaried
L006264,C006264,Donna Thomas,Female,USA,Nevada,22,177759.0,Self-Employed,646.0,478752,17.24,24,Student,Current,2018-05-22,Self-Employed
L006265,C006265,Jennifer Rodriguez,Female,USA,Delaware,23,145206.0,Self-Employed,584.0,16977,6.85,12,Mortgage,Current,2023-02-14,Self-Employed
L006266,C006266,Joseph Martinez,Male,USA,Virginia,34,59598.0,Salaried,555.0,191476,5.43,120,Home Equity,Current,2022-11-06,Salaried
L006267,C006267,Sandra Miller,Female,USA,Oregon,37,148718.0,Salaried,792.0,17874,9.85,12,Mortgage,Current,2019-03-01,Salaried
L006268,C006268,John Smith,Male,USA,Minnesota,55,127335.0,Government,557.0,244520,9.63,120,Mortgage,Current,2024-01-20,Government
L006269,C006269,Robert Lee,Male,USA,Tennessee,24,118255.0,Salaried,508.0,210389,15.88,180,Mortgage,Current,2021-06-06,Salaried
L006270,C006270,Margaret Martin,Female,USA,Georgia,67,144767.0,Self-Employed,631.0,72169,3.71,72,Mortgage,Paid Off,2022-06-08,Self-Employed
L006271,C006271,John Perez,Male,USA,New York,50,109131.0,Government,570.0,241693,7.09,84,Auto,Paid Off,2023-06-25,Government
L006272,C006272,Sarah Garcia,Female,USA,Georgia,59,93915.0,Salaried,690.0,450867,16.19,72,Auto,Current,2023-10-02,Salaried
L006273,C006273,Charles Rodriguez,Male,USA,South Carolina,34,103830.0,Salaried,603.0,464395,14.38,12,Personal,Current,2018-07-06,Salaried
L006274,C006274,Jessica Davis,Female,USA,Massachusetts,68,153608.0,Part-Time,746.0,115955,3.06,12,Personal,Current,2018-11-08,Part-Time
L006275,C006275,Barbara Johnson,Female,USA,Alaska,47,157117.0,Salaried,818.0,489505,10.92,12,Personal,Current,2023-02-03,Salaried
L006276,C006276,Sarah Rodriguez,Female,USA,Mississippi,33,95108.0,Part-Time,560.0,27144,6.67,36,Mortgage,Paid Off,2022-04-08,Part-Time
L006277,C006277,Andrew Rodriguez,Male,USA,Minnesota,40,65218.0,Part-Time,763.0,176017,17.82,84,Mortgage,Current,2024-05-03,Part-Time
L006278,C006278,John Perez,Male,USA,Vermont,69,104683.0,Self-Employed,589.0,478699,17.75,360,Home Equity,Paid Off,2019-02-28,Self-Employed
L006279,C006279,Ashley Thomas,Female,USA,South Carolina,69,55315.0,Self-Employed,782.0,164745,16.91,120,Auto,Paid Off,2023-10-16,Self-Employed
L006280,C006280,Joshua Smith,Male,USA,Illinois,44,63330.0,Salaried,544.0,399780,3.15,12,Mortgage,Default,2020-06-21,Salaried
L006281,C006281,Betty Johnson,Female,USA,Nebraska,30,51394.0,Part-Time,769.0,474912,16.57,72,Personal,Current,2019-12-10,Part-Time
L006282,C006282,Margaret Smith,Female,USA,Rhode Island,27,130003.0,Salaried,571.0,180574,7.9,120,Auto,Current,2025-07-20,Salaried
L006283,C006283,Sandra Lee,Female,USA,Ohio,37,118314.0,Self-Employed,551.0,420733,12.63,60,Mortgage,Current,2022-12-12,Self-Employed
L006284,C006284,Sarah Garcia,Female,USA,Nebraska,42,137220.0,Salaried,680.0,148740,9.74,360,Home Equity,Default,2026-07-12,Salaried
L006285,C006285,Richard Rodriguez,Male,USA,Kentucky,64,154313.0,Unemployed,806.0,186213,8.32,24,Home Equity,Current,2025-05-10,Unemployed
L006286,C006286,Sarah Martinez,Female,USA,Oklahoma,31,45010.0,Unemployed,629.0,427715,7.3,48,Student,Current,2018-01-23,Unemployed
L006287,C006287,Linda Davis,Female,USA,New York,62,178798.0,Government,547.0,208864,9.42,48,Auto,Paid Off,2022-07-07,Government
L006288,C006288,Richard Brown,Male,USA,Vermont,43,167300.0,Salaried,686.0,226964,7.46,48,Mortgage,Current,2026-06-27,Salaried
L006289,C006289,Nancy Martin,Female,USA,Nevada,42,61234.0,Salaried,822.0,254511,16.89,120,Personal,Current,2018-02-20,Salaried
L006290,C006290,Joshua Williams,Male,USA,Idaho,60,148788.0,Salaried,579.0,421417,9.56,72,Mortgage,Current,2026-03-14,Salaried
L006291,C006291,Thomas Jones,Male,USA,South Dakota,67,114202.0,Government,636.0,197290,17.17,180,Student,Current,2020-02-07,Government
L006292,C006292,Joshua Jackson,Male,USA,North Carolina,38,30374.0,Self-Employed,602.0,402821,8.57,240,Mortgage,Current,2023-12-17,Self-Employed
L006293,C006293,Jessica Jackson,Female,USA,New Mexico,65,130626.0,Self-Employed,501.0,223702,6.9,12,Student,Foreclosed,2024-01-16,Self-Employed
L006294,C006294,Andrew Jackson,Male,USA,Kentucky,46,123985.0,Part-Time,574.0,400814,15.14,12,Student,Current,2018-09-06,Part-Time
L006295,C006295,Emily Moore,Female,USA,New Jersey,68,121667.0,Salaried,720.0,196017,10.81,24,Home Equity,Foreclosed,2020-08-02,Salaried
L006296,C006296,Emily Thomas,Female,USA,Wisconsin,50,55499.0,Part-Time,769.0,257883,5.44,60,Mortgage,Current,2025-10-18,Part-Time
L006297,C006297,Donald Jones,Male,USA,Alaska,33,170104.0,Salaried,751.0,335986,16.92,360,Personal,Current,2023-10-15,Salaried
L006298,C006298,Joseph Jackson,Male,USA,Alaska,24,60089.0,Salaried,814.0,354397,17.43,72,Auto,Current,2021-04-24,Salaried
L006299,C006299,Mary Martinez,Female,USA,Alaska,63,156952.0,Government,802.0,481952,13.32,360,Home Equity,Paid Off,2025-08-14,Government
L006300,C006300,Christopher Johnson,Male,USA,Idaho,47,67491.0,Part-Time,663.0,181118,17.58,36,Auto,Default,2021-09-23,Part-Time
L006301,C006301,Donna Jones,Female,USA,Tennessee,60,113971.0,Salaried,532.0,281109,13.11,12,Auto,Current,2024-02-13,Salaried
L006302,C006302,Robert Garcia,Male,USA,Kansas,30,175941.0,Salaried,690.0,307418,12.35,84,Personal,Current,2022-01-19,Salaried
L006303,C006303,Michael Taylor,Male,USA,North Carolina,64,140406.0,Part-Time,734.0,255477,15.39,12,Mortgage,Paid Off,2021-03-31,Part-Time
L006304,C006304,Margaret Smith,Female,USA,Arkansas,48,175085.0,Part-Time,517.0,484829,4.02,84,Personal,Current,2023-12-31,Part-Time
L006305,C006305,William Davis,Male,USA,New Jersey,41,97083.0,Unemployed,716.0,194654,9.64,180,Auto,Paid Off,2020-11-11,Unemployed
L006306,C006306,David Moore,Male,USA,Minnesota,31,32364.0,Salaried,504.0,13614,9.46,12,Personal,Paid Off,2024-05-10,Salaried
L006307,C006307,Mark Garcia,Male,USA,Pennsylvania,40,175946.0,Self-Employed,787.0,426661,12.31,120,Mortgage,Current,2025-08-18,Self-Employed
L006308,C006308,John Thomas,Male,USA,Nebraska,56,151171.0,Part-Time,676.0,125452,8.21,240,Auto,Current,2025-10-10,Part-Time
L006309,C006309,Ashley Wilson,Female,USA,Wyoming,39,37821.0,Self-Employed,572.0,105061,9.8,180,Personal,Current,2023-07-04,Self-Employed
L006310,C006310,Sandra Brown,Female,USA,Colorado,30,34614.0,Salaried,769.0,120142,15.74,120,Personal,Current,2020-09-19,Salaried
L006311,C006311,Daniel Wilson,Male,USA,Virginia,35,134334.0,Self-Employed,819.0,10565,17.22,12,Mortgage,Current,2026-03-12,Self-Employed
L006312,C006312,Patricia Brown,Female,USA,Ohio,65,56121.0,Salaried,531.0,433284,10.26,48,Auto,Current,2018-12-24,Salaried
L006313,C006313,Michelle Miller,Female,USA,Texas,65,127794.0,Salaried,636.0,320084,13.58,240,Personal,Current,2021-08-22,Salaried
L006314,C006314,Anthony Williams,Male,USA,West Virginia,38,36758.0,Salaried,608.0,332838,11.21,48,Mortgage,Current,2022-10-06,Salaried
L006315,C006315,Mark Smith,Male,USA,New Hampshire,27,151909.0,Self-Employed,803.0,294926,16.01,12,Personal,Paid Off,2025-01-22,Self-Employed
